id,logged_by,logged_on,to_address,category,subject,description,job_id,farm,status
824,MULIEGAD,"2015-09-22 06:03:16",NULL,Cleanup,"Cleanup of Jobs from farm_ovs328","Cleanup of jobs from farm_ovs328 fails as there is issue with OVMM used for creating VM on this farm","28104542 	",farm_ovs328,Closed
825,SJANDHYA,"2015-09-23 06:44:42",NULL,NULL,"Error occurred while trying to Create a Rac with Node 1 --> slc08bwd and Node 2 --> slc08bwe","SETUP_RAC_FOR_DEPLOYMENT failed with the following error:
Error occurred while trying to Create a Rac with Node 1 --> slc08bwd and Node 2 --> slc08bwe",28372252,QAFARM,Closed
826,SJANDHYA,"2015-09-23 06:48:59",NULL,NULL,"Error occurred while trying to BUILD emgc vm","CREATE_EMGC failed with the following error:
Error occurred while trying to BUILD emgc vm

Backup Location of the results:
/net/adc2140656/scratch/28365958_setupracfail_22sep15/work/",28365958,QAFARM,Closed
827,HealthChecker,"2015-09-23 09:17:09",NULL,NULL,"Hypervisor slcag795 Locked","Please unlock slcag795 after fixing the issue(s): OVS Repository Mismatch , Uname version lower: 2.6.18-128.2.1.5.12.el5xen<br />OVS Space Low<br />Create VM Failed<br />",HC,lifecycle_dev,Open
828,HealthChecker,"2015-09-23 09:23:28",NULL,NULL,"Hypervisor slcag797 Locked","Please unlock slcag797 after fixing the issue(s): OVS Repository Mismatch , Uname version lower: 2.6.18-128.2.1.5.12.el5xen<br />OVS Space Low<br />Create VM Failed<br />",HC,lifecycle_dev,Open
829,SJANDHYA,"2015-09-23 18:10:26",NULL,NULL,"Create EMGC: ERROR: subjobid 904642311917  failed!","CREATE_EMGC failed with the following error:
ERROR: subjobid 904642311917  failed!

Results backup location: /net/2140656/scratch/28393276_createemgcfail_23sep15",28393276,QAFARM,Closed
830,HealthChecker,"2015-09-24 10:18:07",NULL,NULL,"Hypervisor slcal034 Locked","Please unlock slcal034 after fixing the issue(s): Memory Mismatch (Farm:251859,Hyper:250835), ",HC,QAFARM,Closed
831,HealthChecker,"2015-09-26 10:47:44",NULL,NULL,"Hypervisor slcal034 Locked","Please unlock slcal034 after fixing the issue(s): Memory Mismatch (Farm:251859,Hyper:250835), ",HC,QAFARM,Closed
832,NKATARLA,"2015-09-26 04:36:33",NULL,NULL,"Job 28371844 Cleanup Failed","The 28371844 Job cleanup in OPC_QA_SHARED Farm pool failed. Can you pls. help us cleanup the same?",28371844,OPC_QA_SHARED,Closed
833,NKATARLA,"2015-09-26 06:21:02",NULL,NULL,"Job Failed while Installing OVMCLI on DEPLOYER_HOST","Job 28469179 has failed while installing OVMCLI on DEPLOYER_HOST slc06xxl.us.oracle.com.",28469179,OPC_QA_SHARED,Open
834,APINNAMR,"2015-09-26 16:59:38",NULL,VM,"Job: 28460749 failed during deploy template","spawn ssh -t root@slc06xyp echo ""Successfully Connected to Remote Machine""; exit
root@slc06xyp's password: 
Permission denied, please try again.

root@slc06xyp's password: 
Permission denied, please try again.

root@slc06xyp's password: 
Permission denied (publickey,password).",28460749,,Closed
835,GSUNDARE,"2015-09-29 05:39:53",NULL,Cleanup,"Job- 28458439  cleanup has hung","Job- 28458439  cleanup has hung.  Please help cleanup",28458439,,Closed
836,SJANDHYA,"2015-09-29 07:38:32",NULL,NULL,"Job in PREPARING FOR RUN status from 2 hours","My job is in status PREPARING FOR RUN from 2 hours. Could you please look into it asap?",28514132,QAFARM,Closed
837,HealthChecker,"2015-09-29 15:17:00",NULL,NULL,"Hypervisor slcai656 Locked","Please unlock slcai656 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, Memory Mismatch (Farm:238732,Hyper:207820)<br />",HC,FASAASQA,Closed
838,HealthChecker,"2015-09-29 15:17:05",NULL,NULL,"Hypervisor slcai659 Locked","Please unlock slcai659 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, Memory Mismatch (Farm:238732,Hyper:207820)<br />",HC,FASAASQA,Closed
839,HealthChecker,"2015-09-29 15:17:10",NULL,NULL,"Hypervisor slcai657 Locked","Please unlock slcai657 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, Memory Mismatch (Farm:238732,Hyper:207820)<br />",HC,FASAASQA,Closed
840,HealthChecker,"2015-09-29 15:17:15",NULL,NULL,"Hypervisor slcai658 Locked","Please unlock slcai658 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, Memory Mismatch (Farm:238732,Hyper:207820)<br />",HC,FASAASQA,Closed
841,HealthChecker,"2015-09-30 08:33:11",NULL,NULL,"Hypervisor slcag248 Locked","Please unlock slcag248 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, Create VM Failed<br />",HC,prov_qa_automation,Closed
842,AMATHURA,"2015-09-30 10:44:53",NULL,NULL,"ovs-agent issue in hypervisors slcao142,slcao144,slcao136","I have 3 servers combined into 1 server pool. Initially server pool slcao142 had only 2 servers (slcao142 and slcao144). Yesterday I have added slcao136 and it was working fine till yesterday after adding. From today, server pool status changed to Inactive and server status ""Unreachable"" even though ovs-agent is up and running. OVMM - slc08dpe",,,Closed
843,EKANTER,"2015-09-30 13:31:49",NULL,NULL,"lost key","please cleanup this job",28288238,LCM_DEV_PROV,Closed
844,HealthChecker,"2015-10-01 09:16:39",NULL,Hypervisor,"Hypervisor slcai054 Locked","Please unlock slcai054 after fixing the issue(s): Memory Mismatch (Farm:190603,Hyper:183011), ",HC,OPC_QA_FARM,Work-in-Progress
845,EKANTER,"2015-10-01 22:46:28",NULL,Cleanup,"job key is lost","please cleanup job 28288238 as its key was lost.",28288238,LCM_DEV_PROV,Closed
846,MULIEGAD,"2015-10-03 17:11:15",NULL,NULL,"OVM Topology for REL11 CRM/HCM with PFA","Please help us to create below OVM topologies for HCM/CRM PFA 12c

?	SDI_FA_REL11_HCM_PFA_12c
?	SDI_FA_REL11_CRM_PFA_12c",,,Closed
847,GSUNDARE,"2015-10-05 09:38:41",NULL,Hypervisor,"SDI base job - 28609886 in waiting state","SDI job - 28609886 is in Waiting state in saas_paas pool.  Please resolve

slcap173 - Memory mismatch issue ( please reset )
slcap176 - Memory not fully released",28609886,,Closed
848,HealthChecker,"2015-10-05 11:01:03",NULL,NULL,"Hypervisor slcap173 Locked","Please unlock slcap173 after fixing the issue(s): Ping VM Failed, ",HC,saas_paas,Closed
849,EKANTER,"2015-10-05 13:29:20",NULL,Cleanup,"lost key","please clean up job 28288238",28288238,LCM_DEV_PROV,Closed
850,GSUNDARE,"2015-10-06 08:46:58",NULL,NULL,"15.4.2 SDI Base failed with OVM error","job 28638927 has Failed while Installing OVMCLI on DEPLOYER_HOST

Please resolve",28638927,OPC_QA_SHARED,Open
851,HealthChecker,"2015-10-07 04:38:48",NULL,Hypervisor,"Hypervisor slcal071 Locked","Please unlock slcal071 after fixing the issue(s): Create VM Failed, ",HC,QAFARM,Closed
852,BARUNACH,"2015-10-07 07:41:20",NULL,Cleanup,"Cleanup failed due to timed out issue.","Cleanup failed due to timed out issue.
<INFO> The Timer --> Cleanup Job Invocation via Telnet has exceeded the pre-defined timeout period of 20 minutes",28009704,OPC_QA_SHARED,Closed
853,HealthChecker,"2015-10-09 09:15:08",NULL,Hypervisor,"Hypervisor adcgdb05 Locked","Please unlock adcgdb05 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, Ping VM Failed<br />",HC,ovm_preflight,Work-in-Progress
854,EKANTER,"2015-10-09 22:49:33",NULL,Cleanup,"28646519 clean up failed","28646519 clean up failed",28646519,,Closed
855,HealthChecker,"2015-10-11 08:07:26",NULL,Hypervisor,"Hypervisor slcal039 Locked","Please unlock slcal039 after fixing the issue(s): Ping Hyp Failed, ",HC,QAFARM,Closed
856,HealthChecker,"2015-10-11 10:15:49",NULL,NULL,"Hypervisor slcal039 Locked","Please unlock slcal039 after fixing the issue(s): Ping Hyp Failed, Memory Mismatch (Farm:251859,Hyper:)<br />",HC,QAFARM,Closed
857,SJANDHYA,"2015-10-11 15:45:09",NULL,NULL,"subjobid 1376761155526  failed!","CREATE_EMGC failed consequently with the following error:

Creating EMGC.. this will take around 2 hours ...please standby...
ERROR: subjobid 1376761155526  failed!",28739421,QAFARM,Open
858,SJANDHYA,"2015-10-11 18:18:40",NULL,Others,"FAILED Task: Export File - /OVAB_HOME/idm/idm_oidmw_binaries.tar","Rel10 job - DEPLOY_TEMPLATE failed with the following error:
[11:02:37]             FAILED Task: Export File - /OVAB_HOME/idm/idm_oidmw_binaries.tar [4m45s]
                     ... FAILED. [4m50s]
An error occurred: An error occurred during command execution: Execution of command Export Standalone File Archives failed for 1 of 2 child commands.
Exiting with error",28736783,QAFARM,Closed
859,HealthChecker,"2015-10-12 09:06:11",NULL,Hypervisor,"Hypervisor adcgdb07 Locked","Please unlock adcgdb07 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, Memory Mismatch (Farm:18120,Hyper:1447)<br />",HC,ovm_preflight,Closed
860,HealthChecker,"2015-10-12 04:09:06",NULL,NULL,"Hypervisor slcal039 Locked","Please unlock slcal039 after fixing the issue(s): OVS Repository Mismatch , OVS Processes = 12 <br />Start VM Failed<br />",HC,QAFARM,Closed
861,VIKUKUMA,"2015-10-12 18:02:19",NULL,Hypervisor,"JOB Timedout error with Sufficent resource free","Hi Sowmya,

     Our Job got timedout with status (JOBid - 2875190) ""waiting for free resource"" eventhough sufficient h/w resource was free and RAC Factory has been pickedup.

Required Memory ~180G 
Available memory - ~215 G in single hyps
     
Yogesh was looking into issue and as per him some issue with resource allocation .

We are blocked with some high priority tasks could you please take a look and help us to proceed.

Once you confirm will resubmit new job.

Thanks
Vinay",,,Closed
863,SWSUDHAK,"2015-10-13 12:12:57",NULL,NULL,"12C CDB Factory Resource not available","There is no 12C CDB Factory Resource available to trigger Rel11 ST11 CRM job",28768553,farm_ovs328,Open
864,PWARRIER,"2015-10-13 13:05:01",NULL,Cleanup,"Cleanup failures in farm_ovs328","Cleanup has failed in farm_ovs328 which is blocking the hypervisor. Need help to cleanup the same, as we need to try out Primary node scaleout which needs 87 GB.",,farm_ovs328,Closed
865,AMATHURA,"2015-10-14 07:16:21",NULL,NULL,"VMs running from a particular server is not reachable suddenly","slcao126 - server pool. it has following four servers (slcao126,slcao127,slcao132,slcao148). VMs running from slcao126 and slcao127 are not working. VMs running from slcao132 and slcao148 are working. Please help.

OVMM - http://slc08dpe.us.oracle.com:8888/OVS/faces/infrastructure/OVS_Login.jspx",,,Open
866,PWARRIER,"2015-10-15 10:45:12",NULL,Hypervisor,"move slcah811 to CDB factory resource","slcah811        250354  250354  979     1000    994     1000    10.245.144.1    farm_ovs328     slc     slcah811        UNLOCKED",,,Closed
867,PWARRIER,"2015-10-16 05:04:36",NULL,NULL,"job triggered on farmovs328 is not getting picked","The DTE job triggered is not getting picked up. Its waiting for resource. In the workerhost logs also, I couldn?t find  much as to why this waiting.

But I see only 7 free IPs with gateway as 10.248.24.1 . Looks like this is the reason that job is not getting picked.

Actually we have enough IPs, but Swaroop?s failed JOB 28747710  though cleaned , has still not released the IPs. Can you help to release or basically help to get this job picked\",,farm_ovs328,Closed
868,SDHAYALA,"2015-10-16 09:19:58",NULL,Cleanup,"Cleanup Issue","Cleanup is failing. Also the deployer host in not accessible.",27850363,OPC_QA_SHARED,Closed
869,MABOGEGO,"2015-10-19 06:43:29",NULL,VM,"slc03han - deployer host is down","slc03han - deployer host is down so could you please bring up as soon as possible

Regards,
Mahadev",,ovm_preflight,Closed
870,MULIEGAD,"2015-10-19 10:22:41",NULL,Cleanup,"Few OVM Topologies has deployer host login as aime/aime","Few OVM topologies like SDI_FA_REL11_GSI_PFA_RAC
SDI_FA_REL10_CRM_PFA_RAC has deployer host login as aime/aime, because of which cleaning is stuck.",27772388,OPC_QA_FARM,Closed
871,VIKUKUMA,"2015-10-20 06:11:03",NULL,Cleanup,"Cleanup job failed to cleanup RAC factory resource","DTE JOB -279593288

We have cleaned up the job with RAC factory resource still shows live against same job id .

Could you please help us to cleaned up factory resources.",279593288,,Closed
872,PWARRIER,"2015-10-20 15:24:15",NULL,Others,"Factory Resource CDB takes CDB character set WE8MSWIN1252.","Factory Resource CDB takes CDB character set WE8MSWIN1252. REL11 ST13 DBRestore fails as its looking for AL32UTF8",,,Closed
873,GSUNDARE,"2015-10-20 17:20:31",NULL,VM,"VM slc03yyh not listing in OVMM","The VM slc03yyh is not listing in OVMM.  The parent host is  displayed as dummyhost.

This is required for JCS provisioning and association to Rel11 ST11 CRM FA",,OPC_QA_FARM,Closed
874,PWARRIER,"2015-10-26 05:57:18",NULL,Hypervisor,"Please help to bring up slcai059","hypervisor slcai059 is down. Please help to bring this up.",,farm_ovs328,Closed
875,AMATHURA,"2015-10-26 12:39:18",NULL,NULL,"Please change the worker host of DRQA pool to slc03wlj","Please change the worker host of DRQA pool to slc03wlj",,DRQA,Closed
876,AMATHURA,"2015-10-26 13:28:04",NULL,Cleanup,"Please change the status of jobs - 29009492 , 29009547 as cleaned","Please change the status of jobs - 29009492 , 29009547 as cleaned",,DRQA,Closed
877,MULIEGAD,"2015-10-28 06:54:06",NULL,Hypervisor,"QAFARM Automation for OVS328 Hyp and CDB Factory resource","?	Hypervisor which belongs to OVS 328 used for FA don?t have proper entries in /etc/exports and nfs is not started.
?	 CDB used  from FACTORY RESOURCE don?t have below services up and running , because of which all remote execution fails.
service rpcbind start
service nfs start
service autofs start",,,Closed
878,AMATHURA,"2015-10-28 07:29:40",NULL,NULL,"Please provide unlimited job access for HPASHIKA,AMATHURA,UGODA,VINJOHN in DRQA Pool","Please provide unlimited job access for HPASHIKA,AMATHURA,UGODA,VINJOHN in DRQA Pool",,DRQA,Closed
879,HealthChecker,"2015-10-29 10:51:47",NULL,NULL,"Hypervisor slcan520 Locked","Please unlock slcan520 after fixing the issue(s): Memory Mismatch (Farm:251811,Hyper:235427), ",HC,QAFARM,Closed
880,HPASHIKA,"2015-11-02 16:56:27",NULL,Cleanup,"Cleanup Job 29107475","Job 29107475 again moved to  WAITING_FOR_INTERNAL_FIX. I requested a different job now. Please cancel this job as I am not able to do it.","29107475 ",DRQA,Closed
881,VIKUKUMA,"2015-11-03 06:45:01",NULL,NULL,"Hyps slcai054 is dead slow and casuing multiplke issue","Hyps slcai054  is very slow and casuing multiple issues while VM start /stop .

Please take a look.",,,Closed
882,HealthChecker,"2015-11-04 09:41:57",NULL,NULL,"Hypervisor slcag248 Locked","Please unlock slcag248 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, OVS Processes = 19 <br />Start VM Failed<br />",HC,prov_qa_automation,Closed
883,PWARRIER,"2015-11-04 02:55:19",NULL,NULL,"Need endpoints for SIM","Need additional endpoints for SIM 

 https://idmadmin.us1.vfarm.oraclecorp.com 
 https://login.us1.vfarm.oraclecorp.com
 http://idminternal.us1.vfarm.oraclecorp.com",,,Open
884,MULIEGAD,"2015-11-04 09:40:29",NULL,NULL,"Jobs are not picked on small_pool","Any jobs on small_pool is not picked and going into WAITING_FOR_INTRENAL_FIX status. Please help us with the fix.",,small_pool,Open
885,HealthChecker,"2015-11-05 10:00:08",NULL,NULL,"Hypervisor slcah766 Locked","Please unlock slcah766 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, OVS Processes = 18 <br />Start VM Failed<br />",HC,OPC_QA_FARM,Closed
886,MULIEGAD,"2015-11-06 07:40:00",NULL,NULL,"Issue with custom cleanup in OVS 328 environments","The cleanup triggered from UI of OVS328 pools don't identify the deployer host on which it will looks for cleanup.sh",,,Open
887,EKANTER,"2015-11-10 22:46:04",NULL,NULL,"job stuck in waiting state","usually it is quick to start. is it out of resources?",29265666,LCM_DEV_PROV,Closed
888,EKANTER,"2015-11-11 19:50:23",NULL,NULL,"job hasn't started properly","I am getting tons of messages
Could not determine Sub Job for DTE Job --> 29265666
Is there anyone in HQ to deal with it?",29265666,LCM_DEV_PROV,Closed
889,SJANDHYA,"2015-11-12 12:06:01",NULL,Others,"CLONE_OVAB_HOME failing always","While running the job to setup CDRM over OVM env, CLONE_OVAB_HOME block is failing always without any specific error",29298946,QAFARM,Closed
890,HPASHIKA,"2015-11-16 09:58:41",NULL,NULL,"Cleanup Job 28689441 Failed","Please Clean this job as it is holding up resources.","28689441 ",fastha,Open
891,AMALON,"2015-11-16 21:28:44",NULL,NULL,"Server Pools Missing In QAFARM Pool","Hi, 

I've noticed several VMs fail to create in QA farm jobs due to server pools missing.

For example:
Server pool ""slcal062"" does not exist.

This job might get cleaned in the mean time, but please double check hypervisors vs. pools.",29373829,QAFARM,Open
892,SALUKUR,"2015-11-18 09:22:28",NULL,NULL,"Factory resource held up even though the associated DTE job is cleaned up","This factory resource is with ""RECYCLING"" status
The associated DTE job was cleaned up

G01	G_RAC_DB_2473 	RECYCLING	28749913",,,Closed
893,AMATHURA,"2015-11-18 11:55:34",NULL,NULL,"Job Cleanup is stuck : JobID 29407466","Cleanup ID is 29407466_h61sttoqsl42hdvll77frqc0bn

We triggered cleanup but cleanup is not getting started and not releasing the hypervisors.
Job status is completed as of now. If cleanup is triggered again from UI then getting a warning message is cleanup is in progress.",29407466,fastha,Closed
894,KRAMANJA,"2015-11-18 13:59:11",NULL,NULL,"jobs are going in cleaning stage after submitting cleanup state","Many jobs in warroom pool are going in cleaning state after submitting a cleanup request.",,warroom,Closed
895,AMATHURA,"2015-11-19 08:47:21",NULL,NULL,"29423514	- Cleanup FAiled","Cleanup Key is  	29423514_f5l3t1gdm4u3kdmclgunf56chb

Cleanup is failing and not releasing the sources. This is happening consistently during Rel10 HA env cleanup.

Can you please look into this?","29423514	",fastha,Closed
896,AMATHURA,"2015-11-20 11:28:56",NULL,NULL,"Cleanup job failed  - JobID 29449448","Cleanup Key : 29449448_7sjl0e0hih93vj1mqkv7lc1nih",29449448,,Closed
897,HPASHIKA,"2015-11-20 12:24:51",NULL,NULL,"29451607 is waiting for free hv despite of having enough resources","Job 29451607 is waiting despite of having enough VM's and Memory",29451607,DRQA,Closed
898,AMATHURA,"2015-11-20 12:32:09",NULL,VM,"Please move below vms from outageqa pool to DRQA","Please move below vms from outageqa pool to DRQA:

slcae82bevm36
slcae82bevm26
slcae82bevm17
slcae82bevm16
slcae82bevm13
slcae82bevm11
slcae82bevm09
slcae82bevm07
slcae82bevm06
slcae82bevm05
slcae82bevm04
slcae82bevm03
slcae82bevm02
slcae82bevm01",,DRQA,Closed
